id,provider,date,title,duration_minutes,services_affected,impact_symptoms,root_cause_l1,root_cause_l2,human_error,mitigation_actions,url,summary
azure-20200205-1,Azure,2020-02-05,Connectivity errors with Azure Portal - Mitigated (Tracking ID LN__-JC0),105,Azure Portal,availability,unknown,,False,reroute traffic,https://status.azure.com/en-us/status/history/,"Between 20:25 and 22:10 UTC on 05 Feb 2020, a subset of customers may have experienced difficulties connecting to the Azure Portal."
azure-20200221-1,Azure,2020-02-21,RCA - Networking - Intermittent Connectivity (Tracking ID CTH0-HZ8),156,Azure Networking,availability,internal causes,software bugs,False,change configuration,https://status.azure.com/en-us/status/history/,Between 22:17 UTC on 21 Feb 2020 and 00:53 UTC on 22 Feb 2020 Azure customers may have experienced network connection failures for IPv4 traffic. During this time: Network connections that originated from or were destined to West Europe (Amsterdam) or Southeast Asia (Singapore) regions may have resulted in a connection failure. Two-thirds of the new connection attempts would have been impacted; previously established connections between these two regions were unaffected. Any traffic going to or f
azure20200222-1,Azure,2020-02-22,RCA - MSA Login Failures (Tracking ID CT05-PC0),281,Microsoft Service accounts,availability,external causes,insufficient resource,False,add additional resources; restart metadata store,https://status.azure.com/en-us/status/history/,"Between 00:00 UTC and 04:41 UTC on Feb 22, 2020, a subset of our customers may have been unable to sign in with their Microsoft Service accounts (MSA) to access their Azure resources. Users signing in with non-Microsoft accounts would have been unaffected. Users may also have been unable to create new Microsoft accounts."
azure-20200224-1,Azure,2020-02-24,503 errors accessing the Azure Portal - Mitigated (Tracking ID 8_K4-TD0),150,Azure Portal,availability,internal causes,software bugs,False,stop automation workflow,https://status.azure.com/en-us/status/history/,"Between approximately 19:45 and 22:15 UTC on 24 Feb 2020, a limited subset of customers may have encountered HTTP 503 error codes when attempting to access the Azure Portal. The availability of individual resources (Virtual Machines, Web Apps, databases, etc.) was not impacted."
azure-20200228-1,Azure,2020-02-28,RCA - Networking Issue in South Central US (Tracking ID DMP0-HT8),442,Azure Data Factory V2; SQL Server Integration Services (SSIS) and Integration Runtime; Azure Data Factory SSIS,availability,internal causes,software bugs,False,remove newly resources; automatic recovery,https://status.azure.com/en-us/status/history/,"Between 12:48 and 19:10 UTC on 28 Feb 2020, a subset of customers in South Central US may have encountered failure notifications when performing service management operations on resources hosted in this region. Additionally, some customers using Azure Data Factory V2 may have seen errors when running pipelines and job executions for dataflow activities as well as seeing errors when attempting to provision SQL Server Integration Services (SSIS) and Integration Runtime for Azure Data Factory SSIS "
azure-20200303-1,Azure,2020-03-03,RCA- Issues connecting to resources in East US (Tracking ID 9SS0-VT8),390,automation control; Virtual Machines; Storage; Compute; Networking; other dependent services; data center,availability,external causes,hardware failures,False,fix automation control; reset colling unit; power cycle; restore server hardware; recover storage VM,https://status.azure.com/en-us/status/history/,"Between 15:30 and 22:00 UTC on 03 March 2020, a subset of customers in East US may have experienced issues connecting to resources in this region."
azure-20200304-1,Azure,2020-03-04,Intermittent latency in US Government Cloud - Mitigated (Tracking ID DLS5-TZ0),195,Azure resources,availability,external causes,others,False,isolate impacted network device; reroute network traffic,https://status.azure.com/en-us/status/history/,"Between 14:00 and 17:15 EST on 04 Mar 2020, a limited subset of customers in US Gov Texas and US Gov Arizona may have experienced intermittent issues or latency connecting to resources hosted in these regions. A smaller subset of customers in other US Gov regions may have also experienced issues connecting to resources."
azure-20200305-1,Azure,2020-03-05,RCA - Service Management/Authentication Errors - Azure China (Tracking ID SND4-L80),1140,Azure portal; Azure services,availability,external causes,third-party failures,False,update DNS record; reroute traffic,https://status.azure.com/en-us/status/history/,"Between 21:03 CST (UTC+8) on 05 Mar 2020 and 16:03 CST on 06 Mar 2020, a subset of customers in the Azure China regions may have encountered failures when performing service management operations on resources hosted in these regions. Customers may also have experienced authentication failures when attempting to access the Azure portal or other Azure resources in the Azure China regions."
azure-2020315-1,Azure,2020-03-15,RCA - Service Availability Issue in West Central US (Tracking ID SMR4-D90),240,Azure resources,availability,external causes,hardware failures,False,restore power,https://status.azure.com/en-us/status/history/,"Between approximately 20:30 UTC on 15 Mar 2020 and 00:30 UTC on 16 Mar 2020, a subset of customers in West Central US may have experienced issues connecting to resources hosted in this region."
google-gcic-20003,Google,2020-03-26,Google Cloud Infrastructure Components Incident #20003,881,Google Cloud Identity and Access Management,availability; performance,external causes; internal causes,excessive flow; software bugs,False,build an updated cache; restart cache servers with additional memory; change configuration; progress through the backlog of changes,https://status.cloud.google.com/incident/zall/20003,"On Thursday 26 March, 2020 at 16:14 US/Pacific, Cloud IAM experienced elevated error rates which caused disruption across many services for a duration of 3.5 hours, and stale data (resulting in continued disruption in administrative operations for a subset of services) for a duration of 14 hours. Google's commitment to user privacy and data security means that IAM is a common dependency across many GCP services. To our Cloud customers whose business was impacted during this disruption, we sincer"
google-gcic-20005,Google,2020-04-08,Google Cloud Infrastructure Components Incident #20005,192,Google Cloud Identity and Access Management; Google BigQuery’s streaming service; Gmail; Compute Engine; Cloud SQL; Cloud Pub/Sub; Kubernetes Engine; BigQuery; App Engine; Cloud Run; Cloud Functions; Cloud Monitoring; Cloud Logging; Cloud Dataflow; Cloud Dataproc; Cloud Data Fusion; Cloud Composer; Cloud AI Platform Notebooks; Cloud KMS; Cloud Tasks; Cloud Scheduler; App Engine Task Queues; Cloud Build; Cloud Deployment Manager; Data Catalogue; Firebase Real-time Database; Firebase Test Lab; Firebase Hosting; Firebase Console; Cloud IoT; Cloud Memorystore; Cloud Filestore; Cloud Healthcare and Cloud Life Sciences; SLA CREDITS,performance; availability,internal causes; internal causes,software bugs; software bugs,False,revert the change; fix bugs; remove the Dos protection,https://status.cloud.google.com/incident/zall/20005,"On Wednesday 08 April, 2020 beginning at 06:48 US/Pacific, Google Cloud Identity and Access Management (IAM) experienced significantly elevated error rates for a duration of 54 minutes. IAM is used by several Google services to manage user information, and the elevated IAM error rates resulted in degraded performance that extended beyond 54 minutes for the following Cloud services: - Google BigQuery’s streaming service experienced degraded performance for 116 minutes; - Cloud IAM’s external API "
azure-20200422-1,Azure,2020-04-22,RCA - Managed Database services - UK South (Tracking ID TS66-1C0),257,Azure SQL Database; Azure SQL Database Managed Instance; Azure Database for MariaDB; Azure Database for MySQL; Azure Database for PostgreSQL; Azure Database for MySQL; Azure Synapse Analytics services,availability,unknown,,False,pause maintenance; failover instance; monitor,https://status.azure.com/en-us/status/history/,"Between 09:37 and 13:54 UTC on 22 Apr 2020, a subset of customers may have seen issues affecting service management operations for Azure SQL Database, Azure SQL Database Managed Instance, Azure Database for MariaDB, Azure Database for MySQL, Azure Database for PostgreSQL, Azure Database for MySQL, and Azure Synapse Analytics services in UK South. Service management operations including create, rename, update and delete may have been impacted. Connectivity to database resources was not impacted."
azure-20200429-1,Azure,2020-04-29,Issues accessing resources in the Azure Portal - Mitigated (Tracking ID PMN6-7D8),979,Azure Portal,availability; inconsistency,internal causes,software bugs,False,deploy a hotfix; scale up,https://status.azure.com/en-us/status/history/,"Between 18:41 UTC on 29 Apr 2020 and 11:00 UTC on 30 Apr 2020, a subset of customers may have experienced issues accessing resources in their Azure Portal and received an 'Access Denied' error message. Programmatic methods, such as PowerShell or Azure CLI, could be used to list resources on their subscriptions and access their individual resources via resource ID."
azure-20200511-1,Azure,2020-05-11,Azure Connectivity - United Kingdom - Mitigated (Tracking ID Z_V3-FC8),20,Azure sites and services,availability,external causes,hardware failures,False,restore power,https://status.azure.com/en-us/status/history/,"Between 13:30 and 13:50 UTC on 11 May 2020, a limited subset of customers in the United Kingdom may have experienced connectivity issues to Azure sites and services."
azure-20200518-1,Azure,2020-05-18,RCA - Multiple Services - Central India (Tracking ID SLN3 - HD0),1189,Storage and Compute scale units; Virtual Machines; Azure services,availability,external causes; external causes,hardware failures; hardware failures,False,implement a workaround for a failed component; restart each air handling unit; power network devices and servers,https://status.azure.com/en-us/status/history/,"Between 12:41 UTC on 18 May 2020 and 08:30 UTC on 19 May 2020, customers may have experienced difficulties connecting to resources hosted in Central India. A number of Storage and Compute scale units had gone offline, impacting Virtual Machines and other Azure services with dependencies on these."
azure-20200519-1,Azure,2020-05-19,RCA - SQL and Open-Source Database Service Management Issues - East US (Tracking ID 8K760LZ8),180,Azure SQL Database; Azure SQL Database Managed Instance; Azure Database for MariaDB; Azure Database for MySQL; Azure Database for PostgreSQL; Azure Synapse Analytics services; SQL Server Management Studio (SSMS),performance,internal causes,software bugs,False,address the bug triggering condition,https://status.azure.com/en-us/status/history/,"Between 13:30 and 16:30 UTC on 19 May 2020, a subset of customers in East US may have intermittently experienced timeouts and latency issues when processing service management operations such as create, update, delete, for Azure SQL Database, Azure SQL Database Managed Instance, Azure Database for MariaDB, Azure Database for MySQL, Azure Database for PostgreSQL, and Azure Synapse Analytics services. Some customers may have also encountered issues or experienced latency when loading database mana"
azure-20200604-1,Azure,2020-06-04,RCA - Azure Resource Manager - Failures creating or deleting resources (Tracking ID DLZG-7C0),552,Azure Resource Manager (ARM) deployment and management service,correctness,internal causes,software bugs,False,change configuration; re-deploy,https://status.azure.com/en-us/status/history/,"Between 07:45 and 16:57 UTC on 04 Jun 2020, a subset of customers across all Public Azure regions may have experienced deployment failures when attempting to create or delete certain service based resources via Azure Resource Manager (ARM) deployment and management service due to an underlying networking issue. While the related networking resources for the impacted services were actually being created or deleted during this time, ARM was not notified of the deployment status and hence was faili"
azure-20200611-1,Azure,2020-06-11,RCA - Storage - East US (Tracking ID 9VHK-J80),143,Virtual Machines; storage scale unit,availability; performance,external causes,hardware failures,False,pause maintenance; inspect electrical distribution system; restore power; replace bad component,https://status.azure.com/en-us/status/history/,"Between 11:57 and 14:20 UTC on 11 Jun 2020, a subset of Storage customers in East US may have experienced connection failures when trying to access some of their resources hosted in this region. Services with dependencies on the impacted storage resources, such as Virtual Machines, may also have experienced downstream impact during this time."
azure-20200614-1,Azure,2020-06-14,RCA - Azure Active Directory - Authentication Errors (Tracking ID PMHH-NS0),160,Azure Active Directory,availability,external causes; external causes,excessive flow; insufficient resource,False,scale out backend infrastructure,https://status.azure.com/en-us/status/history/,"Between 23:00 UTC on 14 Jun 2020 and 01:40 UTC on 15 Jun 2020, a subset of customers using Azure Active Directory may have experienced authentication issues when accessing resources. Customers may have received the following error message “AADSTS90033: A Transient error has occurred. Please try again.”"
gcnet-20005,Google,2020-06-29,Google Cloud Networking Incident #20005,319,Google Compute Engine; Google services,availability,external causes,hardware failures,False,us-east1-d was resolved automatically by cluster level services; restoring the affected generators to active service,https://status.cloud.google.com/incident/cloud-networking/20005,"On 2020-06-29 07:47 US/Pacific, Google Cloud experienced unavailability for some services hosted from our us-east1-c and us-east1-d zones. The unavailability primarily impacted us-east1-c but did have a short impact on us-east1-d. For approximately 1 hour and 30 minutes, 22.5% of Google Compute Engine (GCE) instances in us-east1-c, were unavailable. For approximately 7 minutes, 1.8% of GCE instances in us-east1-d, were unavailable. In addition, 0.0267% Persistent Disk (PD) devices hosted in us-e"
azure-20200701-1,Azure,2020-07-01,RCA - Azure SQL Database - Japan East (Tracking ID CLCK-LD0),111,Azure SQL Database; Azure SQL Data Warehouse/Synapse Analytics; Azure Database for MySQL; Azure Database for PostgreSQL; Azure Database for MariaDB,availability,internal causes; external causes,software bugs; others,False,restart service; isolate the specific network pattern; reconfigure traffic,https://status.azure.com/en-us/status/history/,"Between 09:24 and 11:15 UTC on 01 Jul 2020, a subset of customers using Azure SQL Database, Azure SQL Data Warehouse/Synapse Analytics, Azure Database for MySQL, Azure Database for PostgreSQL, and Azure Database for MariaDB in Japan East may have experienced service connection failures or possible timeouts. Services utilizing SQL Databases may have also been impacted."
azure-20200704-1,Azure,2020-07-04,Azure DevOps - Service Outage - Mitigated (Trackign ID SNDL-NS8),74,Azure DevOps,availability,internal causes,software bugs,True,update configuration,https://status.azure.com/en-us/status/history/,"Between 02:26 am and 03:40 am UTC on 04 Jul 2020, customers using Azure DevOps in multiple regions may have observed connectivity errors to DevOps services."
azure-20200707-1,Azure,2020-07-07,RCA - Virtual Machines - Virtual machine unexpected restarts (Tracking ID 8S8J-9T8),832,Virtual Machines,availability,internal causes,software bugs,True,stopped the ongoing deployment; subsequently developed; rolled out a new deployment task,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2020.07.07-07.18.pdf,"Summary of impact: Between 07:24 UTC on 07 Jul 2020 and 21:16 UTC on 17 Jul 2020, a subset of customers using Virtual Machines (VMs) may have experienced intermittent connection failures when trying to access some virtual machines. These virtual machines may have also restarted unexpectedly."
azure-20200718-1,Azure,2020-07-18,RCA - Azure DNS - Connectivity issues (Tracking ID TTPY-3P0),55,Azure DNS,availability,internal causes,others,False,self-healed,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2020.07.07-07.18.pdf,"Between 07:50 and 08:45 UTC (approx.) on 18 Jul 2020, Azure DNS experienced a transient resolution issue which in-turn impacted connectivity for some other Azure services. Authoritative and other DNS services were not impacted by this issue."
azure-20200814-1,Azure,2020-08-14,RCA - Azure DNS - Connectivity issues (Tracking ID TTPY-3P0),152,Azure; Microsoft 365; Xbox,availability,external causes; internal causes,hardware failures; software bugs,True,restored the fiber connectivity,https://status.azure.com/en-us/status/history/,"Summary of Impact: Between approximately 02:20 UTC to 03:30 UTC and 04:07 UTC to 04:52 UTC on 14 Aug 2020, a subset of customers connecting through one of Microsoft's edge- nodes (https://aka.ms/MSGlobalNetwork) in the Southeast United States (US) may have experienced intermittent periods of degraded connectivity when attempting to connect to Azure, Microsoft 365, and Xbox resources."
azure-20200821-1,Azure,2020-08-21,Content Delivery Network (CDN) - Service Degradation - Mitigated (Tracking ID DLYY-ND8),110,Content Delivery Network,availability,internal causes,software bugs,False,rolled out an update,https://status.azure.com/en-us/status/history/,"Summary of Impact: Between 18:05 and 19:55 UTC on 21 Aug 2020, a subset of customers using Azure CDN from Verizon may have experienced service degradation."
azure-20200903-1,Azure,2020-09-03,RCA - Network Latency Issue – West Europe (Tracking ID 8KLC-1T8),491,Azure services,availability,external causes,hardware failures,True,rebalanced traffic; repaired Fiber cut,https://status.azure.com/en-us/status/history/,"Between 09:21 and 17:32 UTC on 03 Sep 2020, a subset of customers may have experienced intermittent latency or issues connecting to resources hosted in West Europe. Retries may have worked during this timeframe."
azure-20200914-1,Azure,2020-09-14,RCA - Connectivity Issues - UK South (Tracking ID CSDC-3Z8),671,Azure services,availability,external causes,hardware failures,True,remediate the mechanical plant issues; beginning power-cycling network switches; recovering the other classes of resources,https://status.azure.com/en-us/status/history/,"Between 13:30 UTC on 14 Sep and 00:41 UTC on 15 Sep 2020, a subset of customers in the UK South may have encountered issues connecting to Azure services hosted in this region. Customers leveraging Availability Zones and configured for zone redundancy would not have experienced a loss in service availability. In some instances, the ability to perform service management would have been impacted. Zone Redundant Storage (ZRS) remained available throughout the incident."
azure-20200918-1,Azure,2020-09-18,RCA - Azure Storage Premium File Shares - East US (Tracking ID SMSC-FS0),501,Azure Storage Premium File Shares,availability,internal causes,software bugs,False,applying a configuration change; applied another configuration change,https://status.azure.com/en-us/status/history/,"Between 11:30 UTC and 19:51 UTC on 18 Sep 2020, a subset of customers using Azure Storage Premium File Shares in East US may have experienced issues accessing services. Other downstream services may have seen impact or experienced service degradation."
google-gcic-20010,Google,2020-09-24,Google Cloud Infrastructure Components Incident #20010,33,Google Front End; Google services,availability,internal causes; internal causes,software bugs; software bugs,False,first service change was rolled back; second service configuration change was rolled back,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/-/blob/master/raw-public/google/meta_pdf/new/gcici-20010.pdf,"On Thursday 24 September, 2020 at 18:00 US/Pacific, one of Google’s several second-tier GFE pools experienced intermittent failures resulting in impact to several downstream services. Almost all services recovered within the initial 33 minutes of the incident; exceptions are outlined in the detailed impact section below. A#ected customers experienced elevated error rates and latency when connecting to Google APIs. Existing workloads (i.e. running instances on GCE, or containers on GKE) were not "
azure-20200928-1,Azure,2020-09-28,RCA - Authentication errors across multiple Microsoft services and Azure Active Directory integrated applications (Tracking ID SM79-F88),178,Azure Active Directory; Microsoft services,availability,internal causes; internal causes,software bugs; software bugs,False,scaling out some of the Azure AD services; initiated our automated rollback mechanisms; manually update the service configuration,https://status.azure.com/en-us/status/history/,"Between approximately 21:25 UTC on September 28, 2020 and 00:23 UTC on September 29, 2020, customers may have encountered errors performing authentication operations for all Microsoft and third-party applications and services that depend on Azure Active Directory (Azure AD) for authentication. Applications using Azure AD B2C for authentication were also impacted. Users who were not already authenticated to cloud services using Azure AD were more likely to experience issues and may have seen mult"
azure-20201006-1,Azure,2020-10-06,Azure Front Door - Mitigated (Tracking ID 8KND-JP8),259,Azure Front Door,availability,internal causes,software bugs,False,reverted the recent change,https://status.azure.com/en-us/status/history/,"Between 17:00 and 21:19 UTC on 06 Oct 2020, a subset of customers may have experienced traffic routing to unhealthy backends."
azure-20201007-1,Azure,2020-10-07,RCA - Issues accessing Microsoft and Azure services (Tracking ID 8TY8-HT0),190,Microsoft and Azure services,availability,internal causes,software bugs,False,controller automatically recovered; engineers rolled back the recent change,https://status.azure.com/en-us/status/history/,"Between 18:20 UTC and 18:42 UTC on 07 Oct 2020, a subset of customers may have encountered increased latency, packet loss, failed connections and authentication failures across multiple Azure services. Retries may have succeeded during this time and users who had authenticated prior to the impact start time were less likely to experience authentication issues.Network resources were restored at 18:42 UTC; Azure services began auto-mitigation. While other services had to undergo manual interventio"
azure-20201019-1,Azure,2020-10-19,RCA - Azure Resource Manager - Issues accessing Azure resources via ARM (Tracking ID ZLXD-HT8),193,Azure Resource Manager,availability,internal causes,software bugs,False,disable the calls to Cosmos DB; scaling up the Cosmos DB instance; engineers rolled back the recent change,https://status.azure.com/en-us/status/history/,"Between 19:07 UTC and 22:20 UTC on 19 Oct 2020, a subset of customers using resources that leverage Azure Resource Manager (ARM) may have received intermittent errors while accessing or performing service management operations - such as create, update, delete - for multiple resources from the Azure portal or when using CLI."
azure-20201027-1,Azure,2020-10-27,RCA - Azure Active Directory B2C - North Europe / West Europe (Tracking ID 8SHB-PD0),150,Azure Active Directory B2C,availability,internal causes,software bugs,False,performed a change to the service configuration; routing all traffic for the affected regions to an alternate production environment,https://status.azure.com/en-us/status/history/,"Between 08:40 UTC and 11:10 UTC on 27 Oct 2020, a subset of customers using Azure Active Directory B2C (AAD B2C) in North Europe/West Europe may have experienced errors when connecting to the service. Customers may have received an HTTP status code 502 (Bad Gateway) or HTTP status code 504 (Gateway Timeout)."
google-gcic-20011,Google,2020-12-09,Google Cloud Infrastructure Components Incident #20011,84,Google’s internal lock service; Google services,availability,internal causes,software bugs,False,rollback the configuration change in europe-west2-a,https://status.cloud.google.com/incident/zall/20011,"On Wednesday 9 December, 2020, Google Cloud Platform experienced networking unavailability in zone europe-west2-a, resulting in some customers being unable to access their resources, for a duration of 1 hour 24 minutes. The following Google services had degraded service that extended beyond the initial 1 hour 24 minute network disruption: 1.5% of Cloud Memorystore Redis instances were unhealthy for a total duration of 2 hours 24 minutes 4.5% of Classic Cloud VPN tunnels in the europe-west2 regio"
google-gcic-201214,Google,2020-12-09,Google Cloud Infrastructure Components Incident #201214,47,Google Cloud Infrastructure; Google services,availability,internal causes,software bugs,False,disabling the quota enforcement,https://status.cloud.google.com/incident/zall/20013,"On Monday 14 December, 2020, for a duration of 47 minutes, customer-facing Google services that required Google OAuth access were unavailable. Cloud Service accounts used by GCP workloads were not impacted and continued to function. We apologize to our customers whose services or businesses were impacted during this incident, and we are taking immediate steps to improve the platform’s performance and availability."
azure-20201214-1,Azure,2020-12-14,RCA - Azure Active Directory - Authentication errors (Tracking ID PS0T-790),79,Azure Active Directory,availability,internal causes,software bugs,False,updated the backend request routing; rolled back the service topology change,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2020.09.14-2021.02.12.pdf,"Between 08:01 and 09:20 UTC on 14 Dec 2020, a subset of users in Europe might have encountered errors while authenticating to Microsoft services and third-party applications. Impacted users would have seen the error message: “AADSTS90033: A transient error had occurred. Please try again”. The impact was isolated to users who were served through one specific back end scale unit in Europe. Availability for Azure Active Directory (AD) authentication in Europe dropped to a 95.85% success rate during"
azure-20210115-1,Azure,2021-01-15,Azure Network Infrastructure service availability issues for customers located in Argentina - Mitigated (Tracking ID DM7S-VC8),165,Azure Network Infrastructure service,availability,external causes; internal causes,hardware failures; software bugs,False,took the faulty network device out of rotation; rerouted network traffic to mitigate the issue,https://status.azure.com/en-us/status/history/,"Between 17:30 and 20:15 UTC on 15 Jan 2021, customers located in Argentina attempting to access the Azure Portal and/or Azure Resources may have experienced degraded performance, network drops, or timeouts. Customers may also have experienced downstream impact to dependent Azure services due to an underlying networking event."
azure-20210212-1,Azure,2021-02-12,RCA - Azure Cosmos DB connectivity issues affecting downstream services in West US region (Tracking ID CVTV-R80),307,Azure Cosmos DB,availability,internal causes; internal causes,software failures; software failures,False,applied a configuration change to disable the offending code; restored all cluster operations,https://status.azure.com/en-us/status/history/,"Between February 11, 23:23 UTC and February 12, 04:30 UTC, a subset of customers using Azure Cosmos DB in West US may have experienced issues connecting to resources. Additionally, other Azure services that leverage Azure Cosmos DB may have also seen downstream impact during this time. The Cosmos DB outage affected user application requests to West US. A small subset of customers using Cosmos DB in other regions saw an impact on their replication traffic into West US. Customer impact for Azure C"
gcnet-21002,Google,2021-02-12,Google Cloud Networking Incident #21002,244,Google Cloud Networking; Google services,availability,internal causes,software bugs,False,paused VM migrations globally; paused to prevent a recurrence until a fix; rolling out a fix,https://status.cloud.google.com/incident/cloud-networking/21002,"On Friday, 12 February 2021, Google Cloud Networking experienced elevated packet loss for newly created, updated, deleted or migrated virtual machines (VMs) and network endpoints for a duration of 4 hours, 4 minutes. Network programming for VMs and network endpoints was also affected for the duration. To our customers whose businesses were impacted during this service disruption, we sincerely apologize – this is not the level of quality and reliability we strive to offer you, and we are taking i"
azure-20210216-1,Azure,2021-02-16,Azure Frontdoor - Europe - Timeouts connecting to resources (Tracking ID ZN8_-VT8),90,Azure Frontdoor,availability,internal causes,software bugs,False,removed the faulty backend network device; rerouted network traffic,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2020.12.14-2021.04.20.pdf,Between approximately 12:00 UTC and 13:30 UTC a subset of customers using Azure Frontdoor in Europe may have experience timeouts and/or issues connecting to resources.
azure-20210226-1,Azure,2021-02-26,RCA - Azure Storage and dependent services - Japan East (Tracking ID PLWV-BT0),396,Microsoft services,availability,internal causes; external causes,software failures; hardware failures,False,balance resource load out of the storage scale unit; unblocked and completed load-balancing migrations; tuned load-balancing operations; recovery of nodes with hardware failures,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2020.12.14-2021.04.20.pdf,"Between 03:26 UTC and 10:02 UTC on 26 Feb 2021, a subset of customers in Japan East may have experienced service degradation and increased latency for resources utilizing Azure Storage, including failure of virtual machine disks. Some Azure services utilizing Storage may have also experienced downstream impact."
azure-20210309-1,Azure,2021-03-09,Argentina and Uruguay - Issue Accessing Azure Resources (Tracking ID 8NVQ-HD8),16,Azure Resources,availability,external causes,hardware failures,False,automated failover,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2020.12.14-2021.04.20.pdf,"Between 17:21 and 17:37 UTC on 09 Mar 2021, a network infrastructure issue occurred impacting traffic into and out of Argentina and Uruguay. During this time, customers in these areas may have experienced intermittent issues connecting to Azure resources."
azure-20210315-1,Azure,2021-03-15,RCA - Authentication errors across multiple Microsoft services (Tracking ID LN01-P8Z),877,Microsoft services; Azure Active Directory,availability,internal causes,software bugs,False,reverted deployment of the last backend infrastructure change; pick up the rolled back metadata and refresh their caches with the correct metadata; deployed an update to invalidate these entries and force a refresh,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2020.12.14-2021.04.20.pdf,"Between 19:00 UTC on March 15, 2021 and 09:37 UTC on March 16, 2021, customers may have encountered errors performing authentication operations for any Microsoft services and third-party applications that depend on Azure Active Directory (Azure AD) for authentication. Mitigation for the Azure AD service was finalized at 21:05 UTC on 15 March 2021. A growing percentage of traffic for services then recovered. Below is a list of the major services with their extended recovery times: 22:39 UTC 15 Ma"
gcnet-21006,Google,2021-03-17,Google Cloud Networking Incident #21006,270,Google Cloud Networking; Google Services,availability,internal causes,software bugs,False,isolated the new set of routers; return traffic back to the routers; fixing the underlying cause; repairing the bug in the vendor OS,https://status.cloud.google.com/incident/cloud-networking/21006,"On Wednesday 17 March 2021, Google Cloud Networking and Cloud Services that depend on Google's backbone network experienced a service disruption that resulted in increased latency, packet loss, and service unavailable errors for some services for a duration of 3 hours, 39 minutes. Cloud Interconnect had an extended impact duration of 4 hours, 30 minutes. We understand that this issue has impacted our valued customers and users, and we apologize to those who were affected."
azure-20210318-1,Azure,2021-03-18,RCA - Azure Key Vault - Intermittent failures (Tracking ID 5LJ1-3CZ),195,Azure Key Vault,availability,internal causes; external causes; external causes,software bugs; excessive flow; insufficient resource,False,rebooted VM; deployed new VMs with higher capacity; redirected traffic,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2021.02.16-05.10.pdf,"Between 23:00 UTC on 18 Mar 2021 and 02:15 UTC on 19 Mar 2021, a subset of customers experienced issues and/or encountered error message ""InternalServerErrors"" when accessing their vaults in West Europe and North Europe regions. These errors were directly impacting customers performing operations on the Control Plane or Data Plane for Azure Key Vault or for supported scenarios that used Customer Managed Keys for encryption at rest for Azure resource providers, in which case those resources were "
azure-20210401-1,Azure,2021-04-01,RCA - Azure Key Vault - Intermittent failures (Tracking ID 5LJ1-3CZ),39,Azure DNS,availability,internal causes; external causes; external causes,software bugs; excessive flow; insufficient resource,False,Our DNS services automatically recovered themselves,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2021.02.16-05.10.pdf,"Between 21:21 UTC and 22:00 UTC on 1 Apr 2021, Azure DNS experienced a service availability issue. This resulted in customers being unable to resolve domain names for services they use, which resulted in intermittent failures accessing or managing Azure and Microsoft services. Due to the nature of DNS, the impact of the issue was observed across multiple regions. Recovery time varied by service, but the majority of services recovered by 22:30 UTC."
azure-20210420-1,Azure,2021-04-20,RCA- Intermittent 503 errors accessing Azure Portal (Tracking ID HNS6-1SZ),121,Azure Portal,availability,external causes; external causes,excessive flow; insufficient resource,False,We removed the region from the global Azure Portal rotation to restore functionality.; brought online; taken out of rotation again,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2021.02.16-05.10.pdf,"Summary of Impact: Between approximately 10:30 and 12:11 UTC, and again between 13:49 and 14:09 UTC on 20 Apr 2021, a subset of customers may have experienced intermittent HTTP 503 errors when trying to access the Azure Portal. There was no impact to Azure services during this time, and retires to the portal may have been successful for some customers."
azure-20210430-1,Azure,2021-04-30,Issues accessing Azure Portal - HTTP 500-level Errors / Performance issues - Mitigated (Tracking ID 0TK3-HPZ),75,Azure Portal,availability,unknown,,False,self-healed; provisioned additional instances,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2021.02.16-05.10.pdf,"Between 07:30 and 08:45 UTC on 30 Apr 2021, a subset of customers may have experienced intermittent HTTP 500 errors or general latency when trying to access the Azure Portal. There was no impact to Azure services during this time and retries to the portal may have been successful for some customers."
